sic1987,sic1987_title,naics2022,naics2022_title
7948,"Racing, Including Track Operations (track operations)",NA,NA
7948,"Racing, Including Track Operations  (except track operators)",NA,NA
7991,Physical Fitness Facilities,NA,NA
7992,Public Golf Courses,NA,NA
7993,Coin-Operated Amusement Devices (amusement arcades),NA,NA
7993,Coin-Operated Amusement Devices (slot machine operators),NA,NA
7993,Coin-Operated Amusement Devices (except amusement arcades and slot machine operators),NA,NA
7996,Amusement Parks,NA,NA
7997,Membership Sports and Recreation Clubs (flying clubs primarily providing a variety of flying services to the public using general purpose aircraft),NA,NA
7997,Membership Sports and Recreation Clubs (flying fields operated by aviation clubs),NA,NA
7997,Membership Sports and Recreation Clubs (golf clubs),NA,NA
7997,Membership Sports and Recreation Clubs (recreation clubs with facilities),NA,NA
7997,Membership Sports and Recreation Clubs (recreation clubs without facilities),NA,NA
7999,"Amusement and Recreation Services, NEC (scenic transport operations, land)",NA,NA
7999,"Amusement and Recreation Services, NEC (charter fishing)",NA,NA
7999,"Amusement and Recreation Services, NEC (aerial tramways, scenic and amusement)",NA,NA
7999,"Amusement and Recreation Services, NEC (canoe, pleasure boats, bicycles, motorcycles, moped, go carts, etc. rental)",NA,NA
7999,"Amusement and Recreation Services, NEC (ticket agencies)",NA,NA
7999,"Amusement and Recreation Services, NEC (baseball, basketball, bowling, gymnastic, judo, karate, parachute, scuba and skin diving, skating, ski, swimming, tennis, and other sports instruction; and sports instructional schools and camps)",NA,NA
7999,"Amusement and Recreation Services, NEC (bridge instruction, yoga instruction, and similar nonathletic instruction)",NA,NA
7999,"Amusement and Recreation Services, NEC (circus companies and traveling carnival shows)",NA,NA
7999,"Amusement and Recreation Services, NEC (professional athletes)",NA,NA
7999,"Amusement and Recreation Services, NEC (state fairs, agriculture fairs and county fairs with facilities)",NA,NA
7999,"Amusement and Recreation Services, NEC (state fairs, agriculture fairs and county fairs without facilities)",NA,NA
7999,"Amusement and Recreation Services, NEC (caverns and miscellaneous commercial parks)",NA,NA
7999,"Amusement and Recreation Services, NEC (casinos, except hotel casinos)",NA,NA
7999,"Amusement and Recreation Services, NEC (lottery, bingo, bookie, and other gambling operations)",NA,NA
7999,"Amusement and Recreation Services, NEC (skiing facilities)",NA,NA
7999,"Amusement and Recreation Services, NEC (nonmembership fitness and recreational sports centers)",NA,NA
7999,"Amusement and Recreation Services, NEC (except circuses, traveling carnivals, professional athletes, caverns and other commercial parks, skiing facilities, casinos and other gambling operations, nonmembership fitness and recreational sports centers, sports instruction, sports equipment rental, ticket agencies, charter fishing, state fairs, agriculture fairs, county fairs, operation of fishing lakes, phrenologists services, and amusement or scenic transport operations)",NA,NA
7999,"Amusement and Recreation Services, NEC (phrenologists services)",NA,NA
8011,"Offices and Clinics of Doctors of Medicine (except mental health specialists, HMO medical centers, and ambulatory surgical and emergency centers)",NA,NA
8011,Offices and Clinics of Doctors of Medicine (mental health specialists),NA,NA
8011,Offices and Clinics of Doctors of Medicine (HMO Medical Centers),NA,NA
8011,Offices and Clinics of Doctors of Medicine (ambulatory surgical and emergency centers),NA,NA
8021,Offices and Clinics of Dentists,NA,NA
8031,Offices and Clinics of Doctors of Osteopathy (except mental health specialists),NA,NA
8031,Offices and Clinics of Doctors of Osteopathy (mental health specialists),NA,NA
8041,Offices and Clinics of Chiropractors,NA,NA
8042,Offices and Clinics of Optometrists,NA,NA
8043,Offices and Clinics of Podiatrists,NA,NA
8049,"Offices and Clinics of Health Practitioners, NEC (mental health practitioners except physicians)",NA,NA
8049,"Offices and Clinics of Health Practitioners, NEC (physical, occupational, recreational and speech therapists, and audiologists)",NA,NA
8049,"Offices and Clinics of Health Practitioners, NEC (except mental health practitioners, physical, occupational, speech therapists, and audiologists)",NA,NA
8051,Skilled Nursing Care Facilities (except continuing care retirement communities and mental retardation hospitals),NA,NA
8051,Skilled Nursing Care Facilities (mental retardation hospitals),NA,NA
8051,Skilled Nursing Care Facilities (continuing care retirement communities),NA,NA
8052,Intermediate Care Facilities (except continuing care retirement communities and mental retardation facilities),NA,NA
8052,Intermediate Care Facilities (mental retardation facilities),NA,NA
8052,Intermediate Care Facilities (continuing care retirement communities),NA,NA
8059,"Nursing and Personal Care Facilities, NEC (except continuing care retirement communities, psychiatric convalescent homes with health care, and homes for the mentally retarded with health care)",NA,NA
8059,"Nursing and Personal Care Facilities, NEC (homes for the mentally retarded with health care)",NA,NA
8059,"Nursing and Personal Care Facilities, NEC (continuing care retirement communities)",NA,NA
8062,General Medical and Surgical Hospitals,NA,NA
8063,Psychiatric Hospitals,NA,NA
8069,"Specialty Hospitals, Except Psychiatric (children’s hospitals)",NA,NA
8069,"Specialty Hospitals, Except Psychiatric (substance abuse hospitals)",NA,NA
8069,"Specialty Hospitals, Except Psychiatric (except children’s and substance abuse hospitals)",NA,NA
8071,Medical Laboratories (except diagnostic imaging centers),NA,NA
8071,Medical Laboratories (diagnostic imaging centers),NA,NA
8072,Dental Laboratories,NA,NA
8082,Home Health Care Services,NA,NA
8092,Kidney Dialysis Centers,NA,NA
8093,"Specialty Outpatient Facilities, NEC (respiratory therapy clinics and offices)",NA,NA
8093,"Specialty Outpatient Facilities, NEC (family planning centers)",NA,NA
8093,"Specialty Outpatient Facilities, NEC (mental health facilities)",NA,NA
8093,"Specialty Outpatient Facilities, NEC (except family planning centers, mental health centers, and respritory therapy clinics and offices)",NA,NA
8099,"Health and Allied Services, NEC (medical artists)",NA,NA
8099,"Health and Allied Services, NEC (medical photography)",NA,NA
8099,"Health and Allied Services, NEC (childbirth preparation)",NA,NA
8099,"Health and Allied Services, NEC (blood and organ banks)",NA,NA
8099,"Health and Allied Services, NEC (except blood and organ banks, medical artists, medical photography, and childbirth preparation classes)",NA,NA
8111,Legal Services,NA,NA
8211,Elementary and Secondary Schools,NA,NA
8221,"Colleges, Universities, and Professional Schools",NA,NA
8222,Junior Colleges and Technical Institutes,NA,NA
8231,Libraries,NA,NA
8243,Data Processing Schools (except computer repair training),NA,NA
8243,Data Processing Schools (computer repair training),NA,NA
8244,Business and Secretarial Schools,NA,NA
8249,"Vocational Schools, NEC (aviation schools, excluding flying instruction)",NA,NA
8249,"Vocational Schools, NEC (vocational apprenticeship training)",NA,NA
8249,"Vocational Schools, NEC (except aviation and flight training and apprenticeship training)",NA,NA
8299,"Schools and Educational Services, NEC (professional and management development training)",NA,NA
8299,"Schools and Educational Services, NEC (flying instruction)",NA,NA
8299,"Schools and Educational Services, NEC (cooking and modeling schools)",NA,NA
8299,"Schools and Educational Services, NEC (art, drama, and music schools)",NA,NA
8299,"Schools and Educational Services, NEC (baton instruction)",NA,NA
8299,"Schools and Educational Services, NEC (language schools)",NA,NA
8299,"Schools and Educational Services, NEC (exam preparation and tutoring)",NA,NA
8299,"Schools and Educational Services, NEC (automobile driving instruction)",NA,NA
8299,"Schools and Educational Services, NEC (except professional and management training, aviation and flight training, fine arts schools, language schools, exam preparation and tutoring, automobile driving schools, and educational support services)",NA,NA
8299,Schools and Educational Services NEC (educational support services),NA,NA
8322,Individual and Family Social Services (child and youth services),NA,NA
8322,Individual and Family Social Services (services for the elderly and disabled),NA,NA
8322,"Individual and Family Social Services (except services for children, youth, elderly, and disabled; community food assistance services; housing services (except temporary), emergency and relief services, and government parole or probation offices)",NA,NA
8322,Individual and Family Social Services ( community food assistance services),NA,NA
8322,Individual and Family Social Services (temporary shelter),NA,NA
8322,Individual and Family Social Services (housing services except temporary shelter),NA,NA
8322,Individual and Family Social Services (emergency and relief services),NA,NA
8322,Individual and Family Social Services (government parole and probation offices),NA,NA
8331,Job Training and Vocational Rehabilitation Services,NA,NA
8351,Child Day Care Services,NA,NA
8361,Residential Care (homes for the mentally handicapped with incidental health care),NA,NA
8361,Residential Care (mental health and substance abuse facilities),NA,NA
8361,Residential Care (homes for the elderly),NA,NA
8361,"Residential Care (except mental health and substance abuse facilities, homes for the elderly, and homes for the mentally handicapped with incidental health care)",NA,NA
8399,"Social Services, NEC (voluntary health organizations)",NA,NA
8399,"Social Services, NEC (grantmaking and giving)",NA,NA
8399,"Social Services, NEC (human rights organizations)",NA,NA
8399,"Social Services, NEC (environment, conservation, and wildlife advocacy)",NA,NA
8399,"Social Services, NEC (except human rights, environment, conservation and wildlife advocacy organizations, grantmaking and giving, and voluntary health organizations)",NA,NA
8412,Museums and Art Galleries (except historic and heritage sites),NA,NA
8412,Museums and Art Galleries (historic and heritage sites),NA,NA
8422,Arboreta and Botanical or Zoological Gardens (except nature parks and reserves),NA,NA
8422,Arboreta and Botanical or Zoological Gardens (nature parks and reserves),NA,NA
8611,Business Associations,NA,NA
8621,Professional Membership Organizations,NA,NA
8631,Labor Unions and Similar Labor Organizations,NA,NA
8641,"Civic, Social, and Fraternal Associations (taxpayers' associations, tenants' advocacy associations, temperance organizations)",NA,NA
8641,"Civic, Social, and Fraternal Associations (except condominium and homeowner associations, taxpayers associations, tenants advocacy associations, temperance organizations, and Indian and Alaska Native Tribal Councils)",NA,NA
8641,"Civic, Social, and Fraternal Associations (condominium and homeowner associations)",NA,NA
8641,"Civic, Social, and Fraternal Associations (Indian and Alaska Native Tribal Councils)",NA,NA
8651,Political Organizations,NA,NA
8661,Religious Organizations,NA,NA
8699,"Membership Organizations, NEC (travel motor clubs)",NA,NA
8699,"Membership Organizations, NEC (humane societies)",NA,NA
8699,"Membership Organizations, NEC (except humane societies, farm business organizations, athletic associations, and travel motor clubs)",NA,NA
8699,"Membership Organizations, NEC (farm business organizations)",NA,NA
8699,"Membership Organizations, NEC (athletic associations)",NA,NA
8711,Engineering Services,NA,NA
8712,Architectural Services,NA,NA
8713,Surveying Services (geophysical surveying ),NA,NA
8713,Surveying Services (except geophysical surveying),NA,NA
